form_title,form_slug,field_key,field_label,field_type,required,options,help_text,section
"Ted's Cameras Social Media Content Submission Form","ted-s-cameras-social-media-content-submission-form","wouldYouLikeUsToTagMentionOrCollabWithYou","Would you like us to tag, mention, or collab with you? (choose what you prefer)","radio",FALSE,"Tag;Collab;Mention;All","",""
"Ted's Cameras Social Media Content Submission Form","ted-s-cameras-social-media-content-submission-form","anyOtherNotesOrContext","Any other notes or context?","textarea",FALSE,"","",""
"Viltrox 8k Hdmi Cable Voting Form","viltrox-8k-hdmi-cable-voting-form","definitiveVote","Do you think this product is viable for Ted's Camera's?","radio",TRUE,"Yes – this product is viable;No – this initiative is not viable","Please consider market demand and supplier availability","Your Definitive Vote"
"Viltrox 8k Hdmi Cable Voting Form","viltrox-8k-hdmi-cable-voting-form","viabilityNotes","Viability Notes","textarea",FALSE,"","Provide additional viability information if applicable",""
"Viltrox 8k Hdmi Cable Voting Form","viltrox-8k-hdmi-cable-voting-form","supplierNotes","Supplier Notes","textarea",FALSE,"","Provide additional supplier information if applicable",""
"Viltrox V-mount Batteries Voting Form","viltrox-v-mount-batteries-voting-form","productViability","Do you think this product is viable for Ted's Camera's?","radio",TRUE,"Yes - this product is viable;No - this initiative is not viable","Please consider market demand and supplier availability",""
"Viltrox V-mount Batteries Voting Form","viltrox-v-mount-batteries-voting-form","viabilityNotes","Viability Notes","textarea",FALSE,"","Provide additional viability information if applicable",""
"Viltrox V-mount Batteries Voting Form","viltrox-v-mount-batteries-voting-form","supplierNotes","Supplier Notes","textarea",FALSE,"","Provide additional supplier information if applicable",""
"Weekly Store Report","weekly-store-report","storeName","Store Name","text",TRUE,"","",""
"Weekly Store Report","weekly-store-report","completedBy","Completed By","text",TRUE,"","",""
"Weekly Store Report","weekly-store-report","footTrafficConsumerBehaviour","Foot Traffic/Consumer Behaviour","textarea",TRUE,"","",""
"Weekly Store Report","weekly-store-report","stockIssuesOutOfStockImpactOnSales","Stock - Issues, Out of Stock, Impact On Sales","textarea",TRUE,"","",""
"Weekly Store Report","weekly-store-report","competitorActivity","Competitor Activity","textarea",TRUE,"","",""
"Weekly Store Report","weekly-store-report","staff","Staff","textarea",TRUE,"","",""
"Weekly Store Report","weekly-store-report","regionalStoreIssues","Regional/Store Issues","textarea",TRUE,"","",""
"Weekly Store Report","weekly-store-report","labPassportsFilmProcessingIssuesPrinting","Lab - Passports, Film Processing, Issues, Printing","textarea",TRUE,"","",""
"Weekly Store Report","weekly-store-report","bestOnGround","Best On Ground","textarea",FALSE,"","",""
"Weekly Store Report","weekly-store-report","storeTcpAttachment","Store TCP Attachment","file",FALSE,"","",""
"Weekly Store Report","weekly-store-report","storeClubTedAttachment","Store Club Ted Attachment","file",FALSE,"","",""
"Weekly Store Report","weekly-store-report","allInvoicesReceivedAndEntered","All Invoices Received and Entered","radio",TRUE,"Yes","",""
"Weekly Store Report","weekly-store-report","rosterTimesheetVariancesCompleted","Roster Timesheet Variances Completed","radio",TRUE,"Yes","",""
"Weekly Store Report","weekly-store-report","allBankingCompletedAndTakenToBank","All Banking Completed and Taken to Bank","radio",TRUE,"Yes","",""
"Weekly Store Report","weekly-store-report","secondHandPaymentsCheckAndApproved","Second Hand Payments Check and Approved","radio",TRUE,"Yes","",""
"Weekly Store Report","weekly-store-report","secondHandStockOutOfCoolingDownPutOnDisplay","Second Hand Stock out of cooling down put on display","radio",TRUE,"Yes","",""
"Weekly Store Report","weekly-store-report","allRepairsProcessedAndSent","All Repairs Processed and Sent","radio",TRUE,"Yes","",""
